timestamp,method,path,query_params,status_code,duration_ms,user_agent,request_body,response_body,error
2026-02-25T11:50:09.356318Z,GET,/logs/dates,,200,1.68,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"[{""date"": ""2026-02-25"", ""filename"": ""api_requests_2026-02-25.csv"", ""size_bytes"": 0}]",
2026-02-25T11:50:09.365426Z,GET,/logs/dates,,200,1.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"[{""date"": ""2026-02-25"", ""filename"": ""api_requests_2026-02-25.csv"", ""size_bytes"": 361}]",
2026-02-25T11:50:09.383865Z,GET,/logs/2026-02-25,limit=100&offset=0,200,5.01,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"{""date"": ""2026-02-25"", ""total"": 2, ""offset"": 0, ""limit"": 100, ""rows"": [{""timestamp"": ""2026-02-25T11:50:09.365426Z"", ""method"": ""GET"", ""path"": ""/logs/dates"", ""query_params"": """", ""status_code"": ""200"", ""duration_ms"": ""1.5"", ""user_agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa"", ""request_body"": """", ""response_body"": ""[{\""date\"": \""2026-02-25\"", \""filename\"": \""api_requests_2026-02-25.csv\"", \""size_bytes\"": 361}]"", ""error"": """", ""_id"": 1}, {""timestamp"": ""2026-02-25T11:50:09.356318Z"", ""method"": ""GET"", ""path"": ""/logs/dates"", ""query_params"": """", ""status_code"": ""200"", ""duration_ms"": ""1.68"", ""user_agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa"", ""request_body"": """", ""response_body"": ""[{\""date\"": \""2026-02-25\"", \""filename\"": \""api_requests_2026-02-25.csv\"", \""size_bytes\"": 0}]"", ""error"": """", ""_id"": 0}]}",
2026-02-25T11:50:16.737703Z,GET,/projects/,,200,5.47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"[{""id"": 10, ""name"": ""Drag Proj 1"", ""description"": ""Drag & drop project with 2 services"", ""status"": ""ready"", ""region"": ""us-east-1"", ""natural_language_input"": null, ""source"": ""drag_built"", ""created_at"": ""2026-02-25T11:27:29"", ""updated_at"": ""2026-02-25T11:28:34""}, {""id"": 9, ""name"": ""Netflix System design"", ""description"": ""Netflix System design for scalable architecture\n"", ""status"": ""ready"", ""region"": ""us-east-1"", ""natural_language_input"": ""i need to design an architecture just like Netflix, design me one"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-25T05:14:09"", ""updated_at"": ""2026-02-25T10:32:03""}, {""id"": 8, ""name"": ""scalable webapp"", ""description"": ""Create a scalable web app with ECS and RDS"", ""status"": ""ready"", ""region"": ""us-east-1"", ""natural_language_input"": ""Create a scalable web app with ECS and RDS"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-19T12:10:08"", ""updated_at"": ""2026-02-25T05:13:12""}, {""id"": 7, ""name"": ""Tool use"", ""description"": """", ""status"": ""destroyed"", ""region"": ""us-east-1"", ""natural_language_input"": ""I need to deploy a ec2 and s3 backend"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-19T11:32:12"", ""updated_at"": ""2026-02-19T11:43:53""}, {""id"": 6, ""name"": ""Infra "", ""description"": """", ""status"": ""ready"", ""region"": ""us-east-1"", ""natural_language_input"": ""Give me a backend archtecture for an fastapi app which i have to scale to a million user"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-14T17:08:25"", ""updated_at"": ""2026-02-14T17:11:00""}, {""id"": 4, ""name"": ""Cloud testing"", ""description"": ""Cloud testing"", ""status"": ""failed"", ""region"": ""us-east-1"", ""natural_language_input"": ""Create a scalable web app with ECS and RDS"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-13T07:42:18"", ""updated_at"": ""2026-02-19T12:12:43""}, {""id"": 3, ""name"": ""LLM Integration"", ""description"": ""LLM Integration services for AWS"", ""status"": ""failed"", ""region"": ""us-east-1"", ""natural_language_input"": ""I need to deploy an AI service coded in Python"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-13T06:36:34"", ""updated_at"": ""2026-02-13T07:42:01""}, {""id"": 2, ""name"": ""S3 setup"", ""description"": ""S3 tool use here"", ""status"": ""failed"", ""region"": ""us-east-1"", ""natural_language_input"": ""I need to deploy my backend in fastAPI, it might have 1 million user per month"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-13T06:00:16"", ""updated_at"": ""2026-02-13T07:38:53""}, {""id"": 1, ""name"": ""EC2"", ""description"": """", ""status"": ""destroyed"", ""region"": ""us-east-1"", ""natural_language_input"": ""Build a serverless API with Lambda and DynamoDB"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-12T19:23:04"", ""updated_at"": ""2026-02-19T11:31:16""}]",
2026-02-25T11:50:16.747375Z,GET,/projects/,,200,6.78,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"[{""id"": 10, ""name"": ""Drag Proj 1"", ""description"": ""Drag & drop project with 2 services"", ""status"": ""ready"", ""region"": ""us-east-1"", ""natural_language_input"": null, ""source"": ""drag_built"", ""created_at"": ""2026-02-25T11:27:29"", ""updated_at"": ""2026-02-25T11:28:34""}, {""id"": 9, ""name"": ""Netflix System design"", ""description"": ""Netflix System design for scalable architecture\n"", ""status"": ""ready"", ""region"": ""us-east-1"", ""natural_language_input"": ""i need to design an architecture just like Netflix, design me one"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-25T05:14:09"", ""updated_at"": ""2026-02-25T10:32:03""}, {""id"": 8, ""name"": ""scalable webapp"", ""description"": ""Create a scalable web app with ECS and RDS"", ""status"": ""ready"", ""region"": ""us-east-1"", ""natural_language_input"": ""Create a scalable web app with ECS and RDS"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-19T12:10:08"", ""updated_at"": ""2026-02-25T05:13:12""}, {""id"": 7, ""name"": ""Tool use"", ""description"": """", ""status"": ""destroyed"", ""region"": ""us-east-1"", ""natural_language_input"": ""I need to deploy a ec2 and s3 backend"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-19T11:32:12"", ""updated_at"": ""2026-02-19T11:43:53""}, {""id"": 6, ""name"": ""Infra "", ""description"": """", ""status"": ""ready"", ""region"": ""us-east-1"", ""natural_language_input"": ""Give me a backend archtecture for an fastapi app which i have to scale to a million user"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-14T17:08:25"", ""updated_at"": ""2026-02-14T17:11:00""}, {""id"": 4, ""name"": ""Cloud testing"", ""description"": ""Cloud testing"", ""status"": ""failed"", ""region"": ""us-east-1"", ""natural_language_input"": ""Create a scalable web app with ECS and RDS"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-13T07:42:18"", ""updated_at"": ""2026-02-19T12:12:43""}, {""id"": 3, ""name"": ""LLM Integration"", ""description"": ""LLM Integration services for AWS"", ""status"": ""failed"", ""region"": ""us-east-1"", ""natural_language_input"": ""I need to deploy an AI service coded in Python"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-13T06:36:34"", ""updated_at"": ""2026-02-13T07:42:01""}, {""id"": 2, ""name"": ""S3 setup"", ""description"": ""S3 tool use here"", ""status"": ""failed"", ""region"": ""us-east-1"", ""natural_language_input"": ""I need to deploy my backend in fastAPI, it might have 1 million user per month"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-13T06:00:16"", ""updated_at"": ""2026-02-13T07:38:53""}, {""id"": 1, ""name"": ""EC2"", ""description"": """", ""status"": ""destroyed"", ""region"": ""us-east-1"", ""natural_language_input"": ""Build a serverless API with Lambda and DynamoDB"", ""source"": ""ai_generated"", ""created_at"": ""2026-02-12T19:23:04"", ""updated_at"": ""2026-02-19T11:31:16""}]",
2026-02-25T11:50:17.662434Z,OPTIONS,/projects/10,,200,1.32,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-02-25T11:50:17.663115Z,OPTIONS,/projects/10,,200,4.15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-02-25T11:50:17.673425Z,GET,/projects/10,,200,6.57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"{""id"": 10, ""name"": ""Drag Proj 1"", ""description"": ""Drag & drop project with 2 services"", ""status"": ""ready"", ""region"": ""us-east-1"", ""natural_language_input"": null, ""source"": ""drag_built"", ""created_at"": ""2026-02-25T11:27:29"", ""updated_at"": ""2026-02-25T11:28:34""}",
2026-02-25T11:50:17.683131Z,GET,/projects/10,,200,8.29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"{""id"": 10, ""name"": ""Drag Proj 1"", ""description"": ""Drag & drop project with 2 services"", ""status"": ""ready"", ""region"": ""us-east-1"", ""natural_language_input"": null, ""source"": ""drag_built"", ""created_at"": ""2026-02-25T11:27:29"", ""updated_at"": ""2026-02-25T11:28:34""}",
2026-02-25T11:50:17.696377Z,OPTIONS,/projects/10/architecture,,200,0.87,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
