timestamp,method,path,query_params,status_code,duration_ms,user_agent,request_body,response_body,error
2026-03-03T03:19:07.779008Z,OPTIONS,/auth/login,,200,0.67,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-03-03T03:19:07.793060Z,POST,/auth/login,,200,355.87,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa","{""email"": ""admin@mail.com"", ""password"": ""***""}","{""access_token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIzIiwiZXhwIjoxNzcyNTExNTQ4fQ.aI8xBkkbD9BsOSC8_r6WCXYi5djuRsOD4Kij5Sf0Jys"", ""token_type"": ""bearer""}",
2026-03-03T03:19:08.155594Z,OPTIONS,/auth/me,,200,0.44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-03-03T03:19:08.160455Z,GET,/auth/me,,200,8.36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"{""id"": 3, ""email"": ""admin@mail.com"", ""preferences"": null, ""llm_config"": null, ""created_at"": ""2026-03-02T10:45:49""}",
2026-03-03T03:19:08.207170Z,OPTIONS,/projects/,,200,2.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-03-03T03:19:08.212987Z,OPTIONS,/projects/,,200,0.53,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-03-03T03:19:08.215826Z,GET,/projects/,,200,12.31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"[{""id"": 31, ""name"": ""S3 bucket"", ""description"": ""Just a single s3 bucket for now"", ""status"": ""deployed"", ""region"": ""us-east-1"", ""natural_language_input"": null, ""source"": ""drag_built"", ""created_at"": ""2026-03-02T17:41:35"", ""updated_at"": ""2026-03-02T18:01:41""}, {""id"": 30, ""name"": ""Amazon backend"", ""description"": """", ""status"": ""partial_deployed"", ""region"": ""us-east-1"", ""natural_language_input"": ""a microservices-based architecture, where independent services (catalog, cart, payment, order, inventory, recommendation) communicate via REST/gRPC and asynchronous messaging. It uses event-driven architecture with queues (e.g., SQS/Kafka) for loose coupling and high scalability. Data is stored in polyglot persistence (DynamoDB, RDS, S3, ElasticCache), optimized per use case. Deployed on distributed cloud infrastructure (AWS) with load balancers, auto-scaling, CDN (CloudFront), and multi-region replication for high availability and fault tolerance."", ""source"": ""ai_generated"", ""created_at"": ""2026-03-02T16:00:54"", ""updated_at"": ""2026-03-02T16:30:04""}, {""id"": 29, ""name"": ""IAM User"", ""description"": ""Drag & drop project with 1 services"", ""status"": ""deployed"", ""region"": ""us-east-1"", ""natural_language_input"": null, ""source"": ""drag_built"", ""created_at"": ""2026-03-02T12:46:35"", ""updated_at"": ""2026-03-02T12:47:33""}, {""id"": 28, ""name"": ""Amazon System Design"", ""description"": """", ""status"": ""partial_deployed"", ""region"": ""us-east-1"", ""natural_language_input"": ""a microservices-based architecture, where independent services (catalog, cart, payment, order, inventory, recommendation) communicate via REST/gRPC and asynchronous messaging.  It uses event-driven architecture with queues (e.g., SQS/Kafka) for loose coupling and high scalability.  Data is stored in polyglot persistence (DynamoDB, RDS, S3, ElasticCache), optimized per use case.  Deployed on distributed cloud infrastructure (AWS) with load balancers, auto-scaling, CDN (CloudFront), and multi-region replication for high availability and fault tolerance."", ""source"": ""ai_generated"", ""created_at"": ""2026-03-02T12:36:01"", ""updated_at"": ""2026-03-02T15:59:28""}, {""id"": 27, ""name"": ""test 2"", ""description"": """", ""status"": ""partial_deployed"", ""region"": ""us-east-1"", ""natural_language_input"": ""Create a scalable web app with ECS and RDS"", ""source"": ""ai_generated"", ""created_at"": ""2026-03-02T12:13:36"", ""updated_at"": ""2026-03-02T16:43:15""}, {""id"": 25, ""name"": ""Drag EC2"", ""description"": ""Drag & drop project with 1 services"", ""status"": ""deployed"", ""region"": ""us-east-1"", ""natural_language_input"": null, ""source"": ""drag_built"", ""created_at"": ""2026-03-02T11:09:58"", ""updated_at"": ""2026-03-02T17:15:33""}, {""id"": 24, ""name"": ""EC2 testing"", ""description"": ""Drag & drop project with 3 services"", ""status"": ""partial_deployed"", ""region"": ""us-east-1"", ""natural_language_input"": ""Create a scalable web app with ECS and RDS"", ""source"": ""ai_generated"", ""created_at"": ""2026-03-02T11:09:09"", ""updated_at"": ""2026-03-02T17:24:58""}, {""id"": 22, ""name"": ""EC2 Instance"", ""description"": """", ""status"": ""deployed"", ""region"": ""us-east-1"", ""natural_language_input"": ""I need to deploy my app on ec2"", ""source"": ""ai_generated"", ""created_at"": ""2026-03-02T10:46:03"", ""updated_at"": ""2026-03-02T11:00:57""}]",
2026-03-03T03:19:08.231230Z,GET,/projects/,,200,7.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"[{""id"": 31, ""name"": ""S3 bucket"", ""description"": ""Just a single s3 bucket for now"", ""status"": ""deployed"", ""region"": ""us-east-1"", ""natural_language_input"": null, ""source"": ""drag_built"", ""created_at"": ""2026-03-02T17:41:35"", ""updated_at"": ""2026-03-02T18:01:41""}, {""id"": 30, ""name"": ""Amazon backend"", ""description"": """", ""status"": ""partial_deployed"", ""region"": ""us-east-1"", ""natural_language_input"": ""a microservices-based architecture, where independent services (catalog, cart, payment, order, inventory, recommendation) communicate via REST/gRPC and asynchronous messaging. It uses event-driven architecture with queues (e.g., SQS/Kafka) for loose coupling and high scalability. Data is stored in polyglot persistence (DynamoDB, RDS, S3, ElasticCache), optimized per use case. Deployed on distributed cloud infrastructure (AWS) with load balancers, auto-scaling, CDN (CloudFront), and multi-region replication for high availability and fault tolerance."", ""source"": ""ai_generated"", ""created_at"": ""2026-03-02T16:00:54"", ""updated_at"": ""2026-03-02T16:30:04""}, {""id"": 29, ""name"": ""IAM User"", ""description"": ""Drag & drop project with 1 services"", ""status"": ""deployed"", ""region"": ""us-east-1"", ""natural_language_input"": null, ""source"": ""drag_built"", ""created_at"": ""2026-03-02T12:46:35"", ""updated_at"": ""2026-03-02T12:47:33""}, {""id"": 28, ""name"": ""Amazon System Design"", ""description"": """", ""status"": ""partial_deployed"", ""region"": ""us-east-1"", ""natural_language_input"": ""a microservices-based architecture, where independent services (catalog, cart, payment, order, inventory, recommendation) communicate via REST/gRPC and asynchronous messaging.  It uses event-driven architecture with queues (e.g., SQS/Kafka) for loose coupling and high scalability.  Data is stored in polyglot persistence (DynamoDB, RDS, S3, ElasticCache), optimized per use case.  Deployed on distributed cloud infrastructure (AWS) with load balancers, auto-scaling, CDN (CloudFront), and multi-region replication for high availability and fault tolerance."", ""source"": ""ai_generated"", ""created_at"": ""2026-03-02T12:36:01"", ""updated_at"": ""2026-03-02T15:59:28""}, {""id"": 27, ""name"": ""test 2"", ""description"": """", ""status"": ""partial_deployed"", ""region"": ""us-east-1"", ""natural_language_input"": ""Create a scalable web app with ECS and RDS"", ""source"": ""ai_generated"", ""created_at"": ""2026-03-02T12:13:36"", ""updated_at"": ""2026-03-02T16:43:15""}, {""id"": 25, ""name"": ""Drag EC2"", ""description"": ""Drag & drop project with 1 services"", ""status"": ""deployed"", ""region"": ""us-east-1"", ""natural_language_input"": null, ""source"": ""drag_built"", ""created_at"": ""2026-03-02T11:09:58"", ""updated_at"": ""2026-03-02T17:15:33""}, {""id"": 24, ""name"": ""EC2 testing"", ""description"": ""Drag & drop project with 3 services"", ""status"": ""partial_deployed"", ""region"": ""us-east-1"", ""natural_language_input"": ""Create a scalable web app with ECS and RDS"", ""source"": ""ai_generated"", ""created_at"": ""2026-03-02T11:09:09"", ""updated_at"": ""2026-03-02T17:24:58""}, {""id"": 22, ""name"": ""EC2 Instance"", ""description"": """", ""status"": ""deployed"", ""region"": ""us-east-1"", ""natural_language_input"": ""I need to deploy my app on ec2"", ""source"": ""ai_generated"", ""created_at"": ""2026-03-02T10:46:03"", ""updated_at"": ""2026-03-02T11:00:57""}]",
2026-03-03T03:19:17.878373Z,OPTIONS,/projects/31,,200,0.38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-03-03T03:19:17.883003Z,OPTIONS,/projects/31,,200,0.4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
