timestamp,method,path,query_params,status_code,duration_ms,user_agent,request_body,response_body,error
2026-03-07T11:21:19.124087Z,GET,/aws/resources,region=us-east-1,200,51306793.16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"{""region"": ""us-east-1"", ""services"": [{""name"": ""RDS"", ""icon"": ""database"", ""count"": 10, ""resources"": [{""id"": ""amazon-backend-catalog-reco-db-0"", ""name"": ""amazon-backend-catalog-reco-db-0"", ""type"": ""db.r5.large"", ""state"": ""available"", ""launch_time"": ""2026-03-02 16:33:35.795000+00:00""}, {""id"": ""amazon-backend-catalog-reco-db-1"", ""name"": ""amazon-backend-catalog-reco-db-1"", ""type"": ""db.r5.large"", ""state"": ""available"", ""launch_time"": ""2026-03-02 16:36:39.215000+00:00""}, {""id"": ""amazon-backend-order-inventory-db-0"", ""name"": ""amazon-backend-order-inventory-db-0"", ""type"": ""db.r5.large"", ""state"": ""available"", ""launch_time"": ""2026-03-02 16:06:46.087000+00:00""}, {""id"": ""amazon-backend-order-inventory-db-1"", ""name"": ""amazon-backend-order-inventory-db-1"", ""type"": ""db.r5.large"", ""state"": ""available"", ""launch_time"": ""2026-03-02 16:09:55.745000+00:00""}, {""id"": ""amazon-system-design-order-aurora-0"", ""name"": ""amazon-system-design-order-aurora-0"", ""type"": ""db.r5.large"", ""state"": ""available"", ""launch_time"": ""2026-03-02 16:03:14.550000+00:00""}, {""id"": ""amazon-system-design-order-aurora-1"", ""name"": ""amazon-system-design-order-aurora-1"", ""type"": ""db.r5.large"", ""state"": ""available"", ""launch_time"": ""2026-03-02 16:05:39.812000+00:00""}, {""id"": ""netflix-architecture-video-rds-0"", ""name"": ""netflix-architecture-video-rds-0"", ""type"": ""db.t3.medium"", ""state"": ""available"", ""launch_time"": ""2026-03-03 05:26:02.625000+00:00""}, {""id"": ""netflix-architecture-video-rds-1"", ""name"": ""netflix-architecture-video-rds-1"", ""type"": ""db.t3.medium"", ""state"": ""available"", ""launch_time"": ""2026-03-03 05:28:45.638000+00:00""}, {""id"": ""test-2-app-rds-0"", ""name"": ""test-2-app-rds-0"", ""type"": ""db.t3.medium"", ""state"": ""available"", ""launch_time"": ""2026-03-02 16:37:00.857000+00:00""}, {""id"": ""test-2-app-rds-1"", ""name"": ""test-2-app-rds-1"", ""type"": ""db.t3.medium"", ""state"": ""available"", ""launch_time"": ""2026-03-02 16:39:45.333000+00:00""}]}, {""name"": ""ECS"", ""icon"": ""container"", ""count"": 8, ""resources"": [{""id"": ""arn:aws:ecs:us-east-1:975050381048:cluster/netflix-architecture-api-fargate-service"", ""name"": ""netflix-architecture-api-fargate-service"", ""type"": ""0 tasks"", ""state"": ""ACTIVE"", ""launch_time"": """"}, {""id"": ""arn:aws:ecs:us-east-1:975050381048:cluster/leetcode-system-design-worker-ecs-service"", ""name"": ""leetcode-system-design-worker-ecs-service"", ""type"": ""0 tasks"", ""state"": ""ACTIVE"", ""launch_time"": """"}, {""id"": ""arn:aws:ecs:us-east-1:975050381048:cluster/test-2-web-ecs"", ""name"": ""test-2-web-ecs"", ""type"": ""0 tasks"", ""state"": ""ACTIVE"", ""launch_time"": """"}, {""id"": ""arn:aws:ecs:us-east-1:975050381048:cluster/leetcode-system-design-core-ecs-service"", ""name"": ""leetcode-system-design-core-ecs-service"", ""type"": ""0 tasks"", ""state"": ""ACTIVE"", ""launch_time"": """"}, {""id"": ""arn:aws:ecs:us-east-1:975050381048:cluster/test-4-web-app-service"", ""name"": ""test-4-web-app-service"", ""type"": ""0 tasks"", ""state"": ""ACTIVE"", ""launch_time"": """"}, {""id"": ""arn:aws:ecs:us-east-1:975050381048:cluster/ec2-testing-web_ecs_service"", ""name"": ""ec2-testing-web_ecs_service"", ""type"": ""0 tasks"", ""state"": ""ACTIVE"", ""launch_time"": """"}, {""id"": ""arn:aws:ecs:us-east-1:975050381048:cluster/ec2-testing-web-ecs-service"", ""name"": ""ec2-testing-web-ecs-service"", ""type"": ""0 tasks"", ""state"": ""ACTIVE"", ""launch_time"": """"}, {""id"": ""arn:aws:ecs:us-east-1:975050381048:cluster/ec2-instance-ecs-cluster"", ""name"": ""ec2-instance-ecs-cluster"", ""type"": ""1 tasks"", ""state"": ""ACTIVE"", ""launch_time"": """"}]}, {""name"": ""DynamoDB"", ""icon"": ""table"", ""count"": 7, ""resources"": [{""id"": ""RestaurantMenus"", ""name"": ""RestaurantMenus"", ""type"": ""Table"", ""state"": ""active"", ""launch_time"": """"}, {""id"": ""UserProfiles"", ""name"": ""UserProfiles"", ""type"": ""Table"", ""state"": ""active"", ""launch_time"": """"}, {""id"": ""UserProfiles_new"", ""name"": ""UserProfiles_new"", ""type"": ""Table"", ""state"": ""active"", ""launch_time"": """"}, {""id"": ""event_log"", ""name"": ""event_log"", ""type"": ""Table"", ""state"": ""active"", ""launch_time"": """"}, {""id"": ""execution_results"", ""name"": ""execution_results"", ""type"": ""Table"", ""state"": ""active"", ""launch_time"": """"}, {""id"": ""s3-bucket-dynamodb-backup"", ""name"": ""s3-bucket-dynamodb-backup"", ""type"": ""Table"", ""state"": ""active"", ""launch_time"": """"}, {""id"": ""watch_history"", ""name"": ""watch_history"", ""type"": ""Table"", ""state"": ""active"", ""launch_time"": """"}]}, {""name"": ""API Gateway"", ""icon"": ""network"", ""count"": 5, ""resources"": [{""id"": ""3jz4a0zp2d"", ""name"": ""leetcode-system-design-leet_api_gw"", ""type"": ""HTTP API (HTTP)"", ""state"": ""active"", ""launch_time"": ""2026-03-05 11:58:50+00:00""}, {""id"": ""f58sazmoh0"", ""name"": ""amazon-backend-backend_api_gw"", ""type"": ""HTTP API (HTTP)"", ""state"": ""active"", ""launch_time"": ""2026-03-02 16:29:24+00:00""}, {""id"": ""luo1pd524k"", ""name"": ""food-delivery-app-api_gateway"", ""type"": ""HTTP API (HTTP)"", ""state"": ""active"", ""launch_time"": ""2026-03-03 07:41:54+00:00""}, {""id"": ""q43r89kfql"", ""name"": ""food-delivery-app-api_gateway"", ""type"": ""HTTP API (HTTP)"", ""state"": ""active"", ""launch_time"": ""2026-03-03 06:25:31+00:00""}, {""id"": ""xd38oy0e2e"", ""name"": ""amazon-system-design-main_api_gateway"", ""type"": ""HTTP API (HTTP)"", ""state"": ""active"", ""launch_time"": ""2026-03-02 15:58:42+00:00""}]}, {""name"": ""VPC"", ""icon"": ""shield"", ""count"": 5, ""resources"": [{""id"": ""vpc-0a95ac6167228e6a6"", ""name"": ""food-delivery-app-vpc"", ""type"": ""10.0.0.0/16"", ""state"": ""available"", ""launch_time"": """"}, {""id"": ""vpc-0b5737a273c687556"", ""name"": ""ec2-instance-vpc"", ""type"": ""10.0.0.0/16"", ""state"": ""available"", ""launch_time"": """"}, {""id"": ""vpc-046093914f8b11e9f"", ""name"": ""vpc-046093914f8b11e9f"", ""type"": ""172.31.0.0/16"", ""state"": ""available"", ""launch_time"": """"}, {""id"": ""vpc-03ef6c046c71000c2"", ""name"": ""test-4-vpc"", ""type"": ""10.0.0.0/16"", ""state"": ""available"", ""launch_time"": """"}, {""id"": ""vpc-0c1f39a435904598f"", ""name"": ""food-delivery-app-vpc"", ""type"": ""10.0.0.0/16"", ""state"": ""available"", ""launch_time"": """"}]}, {""name"": ""CloudFront"", ""icon"": ""globe"", ""count"": 2, ""resources"": [{""id"": ""E2MTZBTVIJ3FLX"", ""name"": ""d1v43eg7pjmklm.cloudfront.net"", ""type"": ""Distribution"", ""state"": ""Deployed"", ""launch_time"": ""2026-03-03 07:37:03.722000+00:00""}, {""id"": ""E3QC7CPY5ZHY8S"", ""name"": ""divutmqnl70um.cloudfront.net"", ""type"": ""Distribution"", ""state"": ""Deployed"", ""launch_time"": ""2026-03-05 12:11:40.873000+00:00""}]}, {""name"": ""ElastiCache"", ""icon"": ""cpu"", ""count"": 1, ""resources"": [{""id"": ""leetcode-system-design-leet-redis"", ""name"": ""leetcode-system-design-leet-redis"", ""type"": ""redis"", ""state"": ""available"", ""launch_time"": ""2026-03-05 12:11:17.812000+00:00""}]}, {""name"": ""App Runner"", ""icon"": ""play"", ""count"": 1, ""resources"": [{""id"": ""arn:aws:apprunner:us-east-1:975050381048:service/delivery-app-delivery_app_runner/a24f0ac6ca424a8299ca0ab26162050f"", ""name"": ""delivery-app-delivery_app_runner"", ""type"": ""App Runner"", ""state"": ""CREATE_FAILED"", ""launch_time"": ""2026-03-02 17:42:25+05:30""}]}, {""name"": ""Load Balancer"", ""icon"": ""git-merge"", ""count"": 1, ""resources"": [{""id"": ""arn:aws:elasticloadbalancing:us-east-1:975050381048:loadbalancer/app/leetcode-system-design-leet-alb/e1e4c0103fb8a47d"", ""name"": ""leetcode-system-design-leet-alb"", ""type"": ""application"", ""state"": ""active"", ""launch_time"": ""2026-03-05 12:03:15.593000+00:00""}]}], ""total_resources"": 40}",
2026-03-07T11:21:19.121752Z,GET,/aws/regions,,200,51306798.47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"{""regions"": [""ap-northeast-1"", ""ap-northeast-2"", ""ap-northeast-3"", ""ap-south-1"", ""ap-southeast-1"", ""ap-southeast-2"", ""ca-central-1"", ""eu-central-1"", ""eu-north-1"", ""eu-west-1"", ""eu-west-2"", ""eu-west-3"", ""sa-east-1"", ""us-east-1"", ""us-east-2"", ""us-west-1"", ""us-west-2""]}",
2026-03-08T01:36:20.872416Z,OPTIONS,/auth/me,,200,1.31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-03-08T01:36:20.872741Z,OPTIONS,/auth/me,,200,2.15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-03-08T01:37:31.513593Z,OPTIONS,/auth/login,,200,1.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-03-08T01:37:31.522527Z,POST,/auth/login,,200,597.79,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa","{""email"": ""admin@mail.com"", ""password"": ""***""}","{""access_token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIzIiwiZXhwIjoxNzcyOTM3NDUyfQ.ZuTN8MJSJjoeeHMeyQghIP9d9PWYzEqhTMse8Qw2_vQ"", ""token_type"": ""bearer""}",
2026-03-08T01:37:32.131520Z,OPTIONS,/auth/me,,200,0.7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-03-08T01:37:32.138773Z,GET,/auth/me,,200,7.59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"{""id"": 3, ""email"": ""admin@mail.com"", ""preferences"": null, ""llm_config"": null, ""created_at"": ""2026-03-02T10:45:49""}",
2026-03-08T01:37:32.217512Z,OPTIONS,/aws/regions,,200,0.78,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-03-08T01:37:32.222985Z,OPTIONS,/aws/regions,,200,1.09,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
