timestamp,method,path,query_params,status_code,duration_ms,user_agent,request_body,response_body,error
2026-02-26T02:15:00.415329Z,OPTIONS,/auth/me,,200,1.07,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-02-26T02:15:00.427275Z,OPTIONS,/auth/me,,200,1.12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-02-26T02:15:00.436247Z,GET,/auth/me,,401,31.36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"{""detail"": ""Could not validate credentials""}",Could not validate credentials
2026-02-26T02:15:00.474746Z,GET,/auth/me,,401,3.19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"{""detail"": ""Could not validate credentials""}",Could not validate credentials
2026-02-26T02:16:01.279842Z,OPTIONS,/auth/login,,200,0.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-02-26T02:16:01.288717Z,POST,/auth/login,,200,670.07,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa","{""email"": ""anuragfx818@gmail.com"", ""password"": ""***""}","{""access_token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxIiwiZXhwIjoxNzcyMDc1NzYxfQ.lp-mOwSVgHgl3ek3tiq6yejbGo6imbT5ntGkJZGYNYA"", ""token_type"": ""bearer""}",
2026-02-26T02:16:01.969092Z,GET,/auth/me,,200,9.04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"{""id"": 1, ""email"": ""anuragfx818@gmail.com"", ""preferences"": {""default_region"": ""us-east-1"", ""default_vpc"": true, ""naming_convention"": ""kebab-case"", ""tags"": {}}, ""llm_config"": null, ""created_at"": ""2026-02-12T09:13:52""}",
2026-02-26T02:16:02.023300Z,OPTIONS,/projects/10,,200,1.06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-02-26T02:16:02.024011Z,OPTIONS,/projects/10,,200,4.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,OK,
2026-02-26T02:16:02.031480Z,GET,/projects/10,,200,44.61,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Sa",,"{""id"": 10, ""name"": ""Drag Proj 1"", ""description"": ""Drag & drop project with 2 services"", ""status"": ""ready"", ""region"": ""us-east-1"", ""natural_language_input"": null, ""source"": ""drag_built"", ""created_at"": ""2026-02-25T11:27:29"", ""updated_at"": ""2026-02-25T11:28:34""}",
